
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100

// --------------------------------------------------
<Trader> Medical  Trader 0//0
		HikingBootsLow_Black,	*,		250,	100
		WorkingBoots_Yellow,	*,		255,    100
		WorkingBoots_Grey,		*,		260,    100
		WorkingBoots_Beige,		*,		260,    100
		WorkingBoots_Brown,		*,		260,    100
		WorkingBoots_Green,		*,		265,    100
		HikingBoots_Brown,		*,		275,    100
		HikingBoots_Black,		*,		275,	100
		CombatBoots_Grey,		*,		280,	100
		CombatBoots_Beige,		*,		280,	100
		CombatBoots_Brown,		*,		280,	100
		CombatBoots_Black,		*,		280,	100
		CombatBoots_Green,		*,		280,	100
		JungleBoots_Beige,		*,		285,	100
		JungleBoots_Brown,		*,		285,	100
		JungleBoots_Black,		*,		285,	100
		JungleBoots_Olive,		*,		285,	100
		JungleBoots_Green,		*,		285,	100
		Wellies_Grey,			*,		285,	100
		Wellies_Brown,			*,		285,	100
		Wellies_Black,			*,		285,	100
		Wellies_Green,			*,		290,	100
		TTSKOBoots,				*,		2100,	100
		
		MilitaryBoots_Redpunk,	*,		1100,	350
		MilitaryBoots_Bluerock,	*,		1105,	350
		MilitaryBoots_Beige,	*,		1110,	350
		MilitaryBoots_Brown,	*,		1110,	350
		MilitaryBoots_Black,	*,		1110,	350
		
		NBCBootsGray,			*,		1150,	-50
		NBCBootsYellow,			*,		1150,	-50

	<Category> Ghillie
		// Keep in Mind that Players can also 
		// craft Ghillie Clothing and sell them!
		GhillieAtt_Mossy,		*,		22000,	-70
		GhillieAtt_Tan,			*,		22000,	-70
		GhillieAtt_Woodland,	*,		22000,	-70
		GhillieHood_Mossy,		*,		22000,	-70
		GhillieHood_Tan,		*,		22000,	-70
		GhillieHood_Woodland,	*,		22000,	-70
		GhillieBushrag_Mossy,	*,		40000,	-130
		GhillieBushrag_Tan,		*,		40000,	-130
		GhillieBushrag_Woodland,*,		40000,	-130
		GhillieTop_Mossy,		*,		60000,	-200
		GhillieTop_Tan,			*,		60000,	-200
		GhillieTop_Woodland,	*,		60000,	-200
		GhillieSuit_Mossy,		*,		19000,	-300
		GhillieSuit_Tan,		*,		19000,	-300
		GhillieSuit_Woodland,	*,		19000,	-300
		
	<Category> Fancy Dress
		//CrookedNose,			*,		15,		0
		//SantasBeard,			*,		15,		0
		//SantasHat,				*,		35,		0
		//ChristmasHeadband_Antlers,		*,		35,		0
		//ChristmasHeadband_Gingerbread,	*,		35,		0
		//ChristmasHeadband_Trees,		*,		35,		0
		//PumpkinHelmet,			        *,		50,		0
		//MorozkoHat,			            *,		50,		0
		//WitchHat,				*,		120,	30
		//WitchHood_Black,		*,		120,	30
		//WitchHood_Brown,		*,		120,	30
		//WitchHood_Red,			*,		120,	30
		EasterEgg,				*,		500,	220

	<Category> Holster & Pouches
		ChestHolster,			    *,		360,		150
		
		PlateCarrierHolster,	    *,		460,		200
		PlateCarrierHolster_Black,	*,		460,		200
		PlateCarrierHolster_Camo,	*,		460,		200
		PlateCarrierHolster_Green,	*,		460,		200
		
		PlateCarrierPouches,	    *,		490,		200
		PlateCarrierPouches_Black,	*,		490,		200
		PlateCarrierPouches_Camo,	*,		490,		200
		PlateCarrierPouches_Green,	*,		490,		200
		
		
	<Category> Belt
		CivilianBelt,			*,		100,	30
		MilitaryBelt,			*,		100,	30
		
	<Category> Bags
		ArmyPouch_Beige,			*,		1020,		400
		ArmyPouch_Black,			*,		1020,		400
		ArmyPouch_Camo,			    *,		1020,		400
		ArmyPouch_Green,			*,		1020,		400
		
		CanvasBag_Medical,			*,		920,		350
		CanvasBag_Olive,			*,		920,		350
		
		DrysackBag_Green,			*,		530,		200
		DrysackBag_Orange,			*,		530,		200
		DrysackBag_Yellow,			*,		530,		200
		
		DuffelBagSmall_Camo,		*,		830,		300
		DuffelBagSmall_Green,		*,		830,		300
		DuffelBagSmall_Medical,		*,		830,		300
		
		HipPack_Black,			*,		300,		100
		HipPack_Green,			*,		300,		100
		HipPack_Medical,		*,		300,		100
		HipPack_Party,			*,		300,		100
		
		Slingbag_Black,			*,		300,		100
		Slingbag_Brown,			*,		300,		100
		Slingbag_Gray,			*,		300,		100
		
		ChildBag_Red,			*,		-520,		150
		ChildBag_Blue,			*,		-520,		150
		ChildBag_Green,			*,		-525,		150
		
		DryBag_Yellow,			*,		500,		150
		DryBag_Orange,			*,		500,		150
		DryBag_Red,				*,		500,		150
		DryBag_Blue,			*,		500,		150
		DryBag_Black,			*,		500,		150
		DryBag_Green,			*,		500,		150
		
		TaloonBag_Orange,		*,		1350,		300
		TaloonBag_Violet,		*,		1350,		300
		TaloonBag_Blue,			*,		1350,		300
		TaloonBag_Green,		*,		1370,		300
		
		SmershBag,				*,		800,	    200
		
		WaterproofBag_Yellow,	*,		450,	100
		WaterproofBag_Orange,	*,		450,	100
		WaterproofBag_Green,	*,		450,	100
		
		AssaultBag_Black,		*,		5110,	450
		AssaultBag_Green,		*,		5110,	450
		AssaultBag_Ttsko,		*,		5130,	450
		
		HuntingBag,				*,		1300,	200
		
		TortillaBag,			*,		1200,	150
		
		CoyoteBag_Brown,		*,		6180,	60
		CoyoteBag_Green,		*,		6180,	60
		
		MountainBag_Orange,		*,		1300,	200
		MountainBag_Red,		*,		1300,	200
		MountainBag_Blue,		*,		1300,	200
		MountainBag_Green,		*,		1360,	200
		
		AliceBag_Black,			*,		7400,	300
		AliceBag_Green,			*,		7400,	300
		AliceBag_Camo,			*,		7500,	300



// --------------------------------------------------
<Trader>  Auto repair shop   9//9

  	<Category> Vehicle       
		SparkPlug,			         		 *,		100,	-25
        TruckBattery,					     *,		500,	-50
        CarBattery,					         *,		300,	-50
        CarRadiator,				         *,		280,	-50
        HeadlightH7,				         *,		75,	    -18
		HeadlightH7_Box,				     *,		150,	-50
		CanisterGasoline,				     *,		220,	-50	
		EpoxyPutty,				             *,		500,	-200
		LugWrench,				             *,		350,	-100	
        Wrench,				                 *,		450,	-150	
		PipeWrench,			                 W,		450,	-180	
 		Screwdriver,			             *,		 250,   -100		
		GlowPlug,				             *,		60,		-40	
		Blowtorch,			               	 *,		300,   -20	
		EngineOil,				             *,		150,	-40		
		TireRepairKit,			             *,		220,	 -100		
	   ------------------------------------------------------------, *, -1, -1			
		Barrel_Blue,			M,		4500,	-600
		Barrel_Green,			M,		4500,	-600
		Barrel_Red,				M,		4500,	-600
		Barrel_Yellow,			M,		4500,	-600			
	   ------------------------------------------------------------, *, -1, -1	
   	    MCK_CarKey_Base, 				*, 	250,	-1
		MCK_CarKey_Blue, 				*, 	250,	-1
		MCK_CarKey_Green, 				*, 	250,	-1
		MCK_CarKey_White, 				*, 	250,	-1
		MCK_CarKey_Yellow, 				*, 	250,	-1
		MCK_CarKey_Red, 				*, 	250,	-1
	   ------------------------------------------------------------, *, -1, -1	
		MCK_CarKeyTag_Base, 			*, 	100, 	-1
		MCK_CarKeyTag_OlgaBlack, 		*, 	100, 	-1
		MCK_CarKeyTag_OlgaWhite, 		*, 	100, 	-1
		MCK_CarKeyTag_OlgaWine, 		*, 	100, 	-1
		MCK_CarKeyTag_AdaBlue, 			*, 	100, 	-1
		MCK_CarKeyTag_AdaWhite, 		*, 	100, 	-1
		MCK_CarKeyTag_AdaGreen, 		*, 	100, 	-1
		MCK_CarKeyTag_GunterBlue, 		*, 	100, 	-1
		MCK_CarKeyTag_GunterBlack, 		*, 	100, 	-1
		MCK_CarKeyTag_GunterRed, 		*, 	100, 	-1
		MCK_CarKeyTag_SarkaGrey, 		*, 	100, 	-1
		MCK_CarKeyTag_SarkaRed, 		*, 	100, 	-1
		MCK_CarKeyTag_SarkaYellow, 		*, 	100, 	-1
		MCK_CarKeyTag_Black, 			*, 	100, 	-1
		MCK_CarKeyTag_Blue, 			*, 	100, 	-1
		MCK_CarKeyTag_Green, 			*, 	100, 	-1
		MCK_CarKeyTag_Grey, 			*, 	100, 	-1
		MCK_CarKeyTag_Red, 				*, 	100, 	-1
		MCK_CarKeyTag_White, 			*, 	100, 	-1
		MCK_CarKeyTag_Yellow, 			*, 	100, 	-1	

	<Category> Vehicles
		OffroadHatchback,		VNK,	 -14000,	11000	// Use VNK instead of V as Quantity to not give a Vehicle Key when bought.
		OffroadHatchback_Blue,	VNK,	 -14000,	11000
		OffroadHatchback_White,	VNK,	 -14000,	11000
		Hatchback_02,			VNK,	 -16000,	24000
		Hatchback_02_Blue,		VNK,	 -16000,	24000
		Hatchback_02_Black,		VNK,	 -16000,	24000
		Sedan_02,				VNK,	 -18000,	25000
		Sedan_02_Red,			VNK,	 -18000,	25000
		Sedan_02_Grey,			VNK,	 -18000,	25000
		CivilianSedan,			VNK,	 -20000,	30000
		CivilianSedan_Wine,		VNK,	 -20000,	30000
		CivilianSedan_Black,	VNK,	 -20000,	30000
		Offroad_02,				VNK,	 -50000,	40000
		Truck_01_Covered,		VNK,	 -50000,	50000
        Truck_01_Covered_Blue,	VNK,	 -50000,	50000
        Truck_01_Covered_Orange,VNK,	 -50000,	50000
	

// --------------------------------------------------
<Trader> TP-STORE Weapon 10//10

    <Category> Mortys Weapons

        TTC_KAC,              W, 34100, 7500
        TTC_MAS36,            W, 34500, 7500
        TTC_Winchester1873,   W, 35100, 7500
        TTC_kar98k,           W, 36200, 7500
        TTC_R700,             W, 37200, 7500
        TTCSR25,              W, 39200, 7500
        TTCSR25_Desert,       W, 32500, 7500
        //TTCSR25_Snow,         W, 34600, 7500
        TTCSR25_OD,           W, 37500, 7500
        TTC_HK416Tan,         W, 36700, 7500
        TTC_HK416OD,          W, 39400, 7500
        TTC_HK416Black,       W, 35100, 7500
        TTC_SG552,            W, 37500, 7500
        TTC_SG552_Wood,       W, 32500, 7500
        TTC_SG552_Black,      W, 36900, 7500
        TTC_SG550,            W, 34700, 7500
        TTC_SG550_Black,      W, 36300, 7500
        TTC_SG550_Pink,       W, 39600, 7500
        TTC_M16,              W, 34700, 7500
        TTC_AEK973,           W, 36500, 7500
        TTC_M4DMR,            W, 39700, 7500
        TTC_M4DMROD,          W, 32600, 7500
        TTC_M4DMRDesert,      W, 37200, 7500
        TTC_AACHoney,         W, 36900, 7500
        TTC_AACHoney_B,       W, 37400, 7500
        TTC_AACHoney_300blk,  W, 39200, 7500
        TTC_AACHoney_300blk_B,W, 38600, 7500	
		TTC_SCARHBlack,       W, 37600, 7500
        TTC_SCARL,            W, 32600, 7500
        //TTC_SCARLSnow,        W, 37900, 7500
        TTC_SCARLBlack,       W, 35300, 7500
        TTC_M16A4,            W, 35600, 7500
        TTC_HKG28,            W, 37500, 7500
        TTC_LeeEnfield,       W, 33900, 7500
        TTC_M1Garand,         W, 34700, 7500
        TTC_M4Tac,            W, 39500, 7500
        TTC_M14,              W, 35500, 7500
        TTC_AK12,             W, 34900, 7500
        TTC_AK12_Worn,        W, 37200, 7500
        TTC_G3,               W, 39700, 7500
        TTC_M14_Camo,         W, 31400, 7500
        //TTC_M14_Snow,         W, 34200, 7500	
        TTC_AKMod,            W, 34200, 7500
        TTC_AKMod_Gold,       W, 39700, 7500
        //TTC_AKMod_Snow,       W, 32400, 7500
        TTC_AKMod_Multi,      W, 32800, 7500
        TTC_AKMod_Digi,       W, 37400, 7500
        TTC_AKMod_Tan,        W, 37900, 7500
		TTC_R700_Black,       W, 36500, 7500
        TTC_Maverick,         W, 36800, 7500
        TTC_M4DMRSNOW,        W, 36700, 7500
        TTC_STG44,            W, 38700, 7500
        TTC_BAR,              W, 35700, 7500	
        TTC_L85,              W, 39800, 7500
        TTC_HK417,            W, 38500, 7500	
        TTC_MK18,             W, 32100, 7500
        TTC_MK18_Black,       W, 35400, 7500
        TTC_44Magnum,         W, 26500, 7500
        TTC_44Magnum_Black,   W, 24400, 7500
        TTC_P320,             W, 21000, 7500		
	   ------------------------------------------------------------, *, -1, -1	
		TTC_AKModPK,          W, 42100, 7500
        TTC_AKModPK_Gold,     W, 42100, 7500
        TTC_AKModPK_Snow,     W, 43300, 7500
        TTC_AKModPK_Multi,    W, 45500, 7500
        TTC_AKModPK_Digi,     W, 49800, 7500
        TTC_AKModPK_Tan,      W, 47800, 7500
 	   ------------------------------------------------------------, *, -1, -1			
        TTC_M24,              W, 62300, 7500
        TTC_M24_Bjorn,        W, 64700, 7500
        TTC_M24_Woodland,     W, 69500, 7500
        TTC_M24_WoodlandOld,  W, 63600, 7500
        TTC_Beowulf,          W, 67400, 7500
        TTC_AG3,              W, 64500, 7500
        TTC_FAL,              W, 63500, 7500
  	   ------------------------------------------------------------, *, -1, -1
        TTC_M24_NEW_Wood,     W, 67800, 7500
        TTC_M24_NEW_Black,    W, 69800, 7500
        TTC_M24_NEW_Camo,     W, 63700, 7500
        TTC_M24_NEW_CamoW,    W, 68400, 7500
        TTC_M24New_mag_5rnd,  W, 1500,  500
 	   ------------------------------------------------------------, *, -1, -1		
        TTC_AVS36,            W, 68400, 7500
        TTC_CAR15,            W, 61400, 7500
        TTC_M1903,            W, 63500, 7500
        TTC_MCX,              W, 62500, 7500
        TTC_MCX_Tan,          W, 63700, 7500
        TTC_MCX_300blk,       W, 64900, 7500
        TTC_MCX_Tan_300blk,   W, 64600, 7500
        TTC_AKM,              W, 66400, 7500
        TTC_Deagle,           W, 65500, 7500
        TTC_Glock17,          W, 68800, 7500
        TTC_M9_Custom,        W, 67400, 7500
        TTC_MP5SD,            W, 64300, 7500
        TTC_MPX,              W, 69500, 7500
        TTC_PP91,             W, 67700, 7500
        TTC_UZI,              W, 68900, 7500
        TTC_M4Tac_Black,      W, 63400, 7500
        TTC_MP7A1,            W, 63400, 7500
        TTC_SVT40,            W, 67400, 7500	
        TTC_MCX_Spear,        W, 65500, 7500
        TTC_MCX_Spear_Black,  W, 64400, 7500	
 	   ------------------------------------------------------------, *, -1, -1	   
        TTC_Mk47,          W, 59000, 7500
        TTC_M1A_Black,     W, 50000, 7500
        TTC_M1A_Green,     W, 51000, 7500
        TTC_M1A_Tan,       W, 52000, 7500
        TTC_M1A_Snow,      W, 53000, 7500
        TTC_VHS,           W, 54000, 7500
 	   ------------------------------------------------------------, *, -1, -1	 	   
        TTC_Kimber,      W, 7500, 3500
        TTC_M9,          W, 7500, 3500
 	   ------------------------------------------------------------, *, -1, -1
        //TTC_MRAD,             W, 36800, 7500
		
        //TTC_XM2010,           W, 36300, 7500	

		//TTC_M110,             W, 39100, 7500
        //TTC_M110_Black,       W, 31400, 7500	

        //TTC_TAVOR,            W, 35600, 7500
        //TTC_TAVOR_DMR,        W, 32200, 7500
        //TTC_TAVOR_DMR,        W, 34400, 7500
       //TTC_HK416Comp,        W, 36500, 7500
        //TTC_Mossberg,         W, 33300, 7500

       //TTC_Raptr,            W, 63900, 7500		
	   
        //TTC_FD338,            W, 65400, 7500

//TTC_M82, W, 80000, 7500
//TTC_M82_Tan, W, 80000, 7500
//TTC_GEVAR43, W, 80000, 7500
//TTC_GEVAR43_Green, W, 80000, 7500
//TTC_GEVAR43_Tan, W, 80000, 7500
//TTC_GEVAR43_silver, W, 80000, 7500			   

<Category> Mortys Weapon Parts

TTC_DMR_Barrel_556, *, 10000, 7500
TTC_DMR_Barrel_762, *, 11000, 7500
TTC_DMR_RifleFrame, *, 20000, 7500
TTC_AKMod_Barrel_76239, *, 11000, 7500
TTC_AKMod_Barrel_76254, *, 11000, 7500
TTC_AKMod_RifleFrame, *, 20000, 7500

<Category> Mortys Buttstocks

TTC_Buttstock, *, 300, 150
TTC_Buttstock2, *, 300, 150
TTC_Buttstock3, *, 300, 150
TTC_Buttstock_Honey, *, 300, 200
TTC_Buttstock_Camo, *, 300, 200
TTC_Buttstock_Digitan, *, 300, 200
TTC_Buttstock_Tan, *, 300, 200
TTC_Buttstock_UPC, *, 300, 200
TTC_ButtstockHK, *, 300, 200
TTC_Buttstock_Morty, *, 300, 200
TTC_Buttstock_AK12, *, 300, 200
TTC_AKMod_bttstk, *, 300, 200
TTC_AKMod_Gold_bttstk, *, 300, 200
TTC_AKMod_Snow_bttstk, *, 300, 200
TTC_AKMod_Multi_bttstk, *, 300, 200
TTC_AKMod_Digi_bttstk, *, 300, 200
TTC_AKMod_Tan_bttstk, *, 300, 200
TTC_FAL_Wood_Bttstck, *, 300, 200
TTC_MPXMCX1_Bttstck, *, 300, 200
TTC_MPXMCX1_Bttstck2, *, 300, 200
TTC_MPXMCX2_Bttstck, *, 300, 
TTC_Buttstock_CAR15, *, 300, 150
TTC_MPXMCXSPEAR_Bttstck, *, 300, 150


<Category> Mortys Ammunition

TTC_Ammo_8mm, 1, 20, 12
TTC_AmmoBox_8mm_20Rnd, *, 400, 200
TTC_AmmoBox_300blk_20rnd, *, 400, 200
TTC_Ammo_300blk, *, 400, 200
TTC_AmmoBox_338mm_10Rnd, *, 400, 200
TTC_Ammo_338, *, 400, 200
TTC_AmmoBox_50Beo_20rnd, *, 400, 200
TTC_Ammo_50Beo, *, 400, 200
TTC_Ammobox_50BMG_10rnd, *, 1000, 200
TTC_Ammo_50BMG, *, 1000, 200
TTC_AmmoBox_303_20Rnd, *, 400, 200
TTC_Ammo_303, *, 400, 200
TTC_AmmoBox_3006_20Rnd, *, 1000, 200
TTC_Ammo_3006, *, 1000, 200
TTC_AmmoBox_4570_20Rnd, *, 1000, 200
TTC_Ammo_4570, *, 1000, 200
TTC_Ammo_50AE, *, 1000, 200
TTC_AmmoBox_4630_20Rnd, *, 400, 200
TTC_Ammo_4630, *, 400, 200
TTC_AmmoBox_792x33_20Rnd, *, 400, 200
TTC_Ammo_792x33, *, 400, 200
TTC_AmmoBox_50AE, *, 1000, 200
TTC_Ammo_277, *, 400, 200
TTC_AmmoBox_277_20Rnd, *, 1000, 200
TTC_Ammo_44Mag, *, 400, 200
TTC_AmmoBox_44Mag, *, 400, 200

<Category> Mortys Mags

Mag_SG_30Rnd, M, 500, 250
TTC_308Stanag, M, 200, 100
TTC_300Stanag, M, 200, 100
TTC_300Cmag, M, 200, 100
TTC_338mag_10rnd, M, 200, 100
TTC_M24mag_5rnd, M, 200, 100
TTC_SCARHMag, M, 200, 100
TTC_50Beo_mag, M, 200, 100
TTC_DMR_556Stanag_30rnd, M, 200, 100
TTC_DMR_556Stanag_30rnd_camo, M, 200, 100
TTC_DMR_556Stanag_30rnd_Digitan, M, 200, 100
TTC_DMR_556Stanag_30rnd_Tan, M, 200, 100
TTC_DMR_556Stanag_30rnd_UPC, M, 200, 100
TTC_DMR_556Stanag_100rnd, M, 500, 100
TTC_DMR_556Stanag_100rnd_camo, M, 500, 100
TTC_DMR_556Stanag_100rnd_Digitan, M, 500, 100
TTC_DMR_556Stanag_100rnd_Tan, M, 500, 100
TTC_DMR_556Stanag_100rnd_UPC, M, 500, 100
TTC_DMR_556Pmag_30rnd, M, 200, 100
TTC_DMR_556Pmag_30rnd_camo, M, 200, 100
TTC_DMR_556Pmag_30rnd_Digitan, M, 200, 100
TTC_DMR_556Pmag_30rnd_Tan, M, 200, 100
TTC_DMR_556Pmag_30rnd_UPC, M, 200, 100
TTC_DMR_556Pmag_40rnd, M, 200, 100
TTC_DMR_556Pmag_40rnd_camo, M, 200, 100
TTC_DMR_556Pmag_40rnd_Digitan, M, 200, 100
TTC_DMR_556Pmag_40rnd_Tan, M, 200, 100
TTC_DMR_556Pmag_40rnd_UPC, M, 200, 100
TTC_DMR_556Pmag_100rnd, M, 200, 100
TTC_DMR_556Pmag_100rnd_camo, M, 200, 100
TTC_DMR_556Pmag_100rnd_Digitan, M, 200, 100
TTC_DMR_556Pmag_100rnd_Tan, M, 200, 100
TTC_DMR_556Pmag_100rnd_UPC, M, 200, 100
TTC_DMR_762Stanag_20rnd, M, 200, 100
TTC_DMR_762Stanag_20rnd_camo, M, 200, 100
TTC_DMR_762Stanag_20rnd_Digitan, M, 200, 100
TTC_DMR_762Stanag_20rnd_Tan, M, 200, 100
TTC_DMR_762Stanag_20rnd_UPC, M, 200, 100
TTC_DMR_762Stanag_10rnd, M, 200, 100
TTC_DMR_762Stanag_10rnd_camo, M, 200, 100
TTC_DMR_762Stanag_10rnd_Digitan, M, 200, 100
TTC_DMR_762Stanag_10rnd_Tan, M, 200, 100
TTC_DMR_762Stanag_10rnd_UPC, M, 200, 100
TTC_M82_5rnd_Mag, M, 600, 100
TTC_M14_Mag_20rnd, M, 200, 100
TTC_338mag_5rnd, M, 200, 100
TTC_XM2010_10rnd, M, 200, 100
TTC_AK12_Drum_90rnd, M, 800, 400
TTC_G3_Magazine_20rnd, M, 200, 100
TTC_HK417_Magazine_20rnd, M, 200, 100
Mag_Kimber1911_10Rnd, M, 200, 100
TTC_Mag_M9_15Rnd, M, 200, 100
TTC_AKMod_762x54_30rnd, M, 200, 100
TTC_AKMod_762x54_65rnd, M, 400, 100
TTC_FAL_Magazine, M, 400, 100
TTC_Coupled_FAL_Magazine, M, 900, 100
TTC_AG3_Coupled_Magazine_40rnd, M, 900, 100
TTC_Raptr_Drum_45rnd, M, 900, 100
TTC_AVS36_Mag_10rnd, M, 900, 100
TTC_Deagle_Magazine_7rnd, M, 900, 100
TTC_Mag_Glock_17Rnd, M, 900, 100
TTC_Mag_M9_Custom_20Rnd, M, 900, 100
TTC_MPX_Mag_60rnd, M, 900, 100
TTC_MPX_Mag_30rnd, M, 900, 100
TTC_PP91_Mag_20rnd, M, 900, 100
TTC_UZI_Mag_30rnd, M, 900, 100
TTC_300Cmag_60rnd, M, 900, 100
TTC_MP7A1_Mag_40rnd, M, 900, 100
TTC_Mag_SVT40_10rnd, M, 900, 100
TTC_STG44_Magazine_30rnd, M, 900, 100
TTC_GEVAR43_Magazine_10rnd, M, 1000, 200
TTC_TAVOR_Magazine_30rnd, M, 700, 100
TTC_TAVOR_Magazine_60rnd, M, 900, 100
TTC_MCX_Spear_Magazine_20rnd, M, 900, 100
TTC_P320_17Rnd, M, 200, 100

<Category> Mortys Supressors

TTC_Universal_Suppressor_BLACK, *, 500, 200
TTC_Universal_Suppressor_CAMO, *, 500, 200
TTC_Honey_Suppressor, *, 500, 200
TTC_Universal_Suppressor_Tan, *, 500, 200
TTC_Universal_Suppressor_Snow, *, 500, 200
TTC_DMR_Suppressor, *, 500, 200
TTC_DMR_AFG, *, 500, 200
TTC_DMR_AFG_Green, *, 500, 200
TTC_DMR_AFG_Tan, *, 500, 200
TTC_DMR_VFG, *, 500, 200
TTC_DMR_VFG_Green, *, 500, 200
TTC_DMR_VFG_Tan, *, 500, 200
TTC_DMR_Bipod, *, 500, 200
TTC_M14Suppressor, *, 500, 200
TTC_AKMOD_AFG, *, 500, 200
TTC_AKMod_Suppressor, *, 500, 200
TTC_PistolSuppressor, *, 500, 200
TTC_MCX_Spear_Suppressor, *, 500, 200
TTC_Universal_Suppressor_TAVOR, *, 500, 200
TTC_Universal_Suppressor_TAVOR_Tan, *, 500, 200
TTC_MCX_Spear_Suppressor_Black, *, 500, 200

<Category> Mortys Attachments

TTC_DMR_Hndguard, *, 250, 125
TTC_DMR_HndguardOD, *, 250, 125
TTC_DMR_HndguardDesert, *, 250, 125
TTC_AKMod_Hndguard, *, 250, 125
TTC_AKMod_Gold_Hndguard, *, 250, 125
TTC_AKMod_Snow_Hndguard, *, 250, 125
TTC_AKMod_Multi_Hndguard, *, 250, 125
TTC_AKMod_Digi_Hndguard, *, 250, 125
TTC_AKMod_Tan_Hndguard, *, 250, 125
TTC_FAL_RIS_Hndgrd, *, 250, 125
TTC_FAL_Wood_Hndgrd, *, 250, 125
TTC_FAL_Poly_Hndgrd, *, 250, 125
TTC_Pistol_Light, *, 250, 125
TTC_SVT40_Bayonet, *, 250, 125
TTC_DMR_HndguardSnow, *, 250, 125

<Category> Mortys Optics
TTC_G3_Optic, *, 5000, 2000
TTC_BugBuster, *, 5000, 2000
TTC_Holo, *, 5000, 2000
TTC_HAMR, *, 5000, 2000
TTC_Razor, *, 5000, 2000
TTC_G28_Optic, *, 5000, 2000
TTC_Aimpoint2000, *, 5000, 2000
TTC_VortexSE_Optic, *, 5000, 2000
TTC_VortexRHDAMG_Optic, *, 7000, 2000
TTC_Elcan, *, 5000, 2000
TTC_Pistol_Optic, *, 5000, 2000
TTC_EotechVudu_Optic, *, 5000, 2000
TTC_EotechVudu_Tan_Optic, *, 5000, 2000
TTC_EotechVudu_White_Optic, *, 5000, 2000
TTC_EotechVudu_AK_Optic, *, 5000, 2000
TTC_EotechVudu_Tan_AK_Optic, *, 5000, 2000
TTC_EotechVudu_White_AK_Optic, *, 5000, 2000
TTC_HAMR_AK, *, 5000, 2000
TTC_Elcan_AK, *, 5000, 2000

	<Category> Melee	
		TP_KATANA,												W,      27000,   	9000
		TP_Cerambit,											W,      10000,   	3300
		TP_BaseballSaw,											W,      15000,   	5000
		TP_Tomahawk,											W,      7500,   	2500

	<Category> Pistol
		TP_M9,													*,		1500,		500
		TP_P250,		                    					*,		1500,		500
		TP_D9_Madson,		                    				*,		1500,		500
		
	<Category> Submachine gun
		TP_MP5,										            *,		3000,		1000
		TP_UZI,		                    						*,		3000,		1000	
		TP_PP19_VIT,		                    				*,		3000,		1000
		TP_PP91_Kedr,		                    				*,		3000,		1000
		TP_Thompson,		                    				*,		5000,		1650
		
	<Category> Automatic machines	
		TP_AR15,										*,		7500,		2500
		TP_GROZA,		                    			*,		7500,		2500
		TP_HK416,		                    			*,		7500,		2500
		TP_MK18,		                    			*,		7500,		2500
		TP_M16A1,										*,		7500,		2500
		TP_MSBS,		                    			*,		7500,		2500
		TP_SL8,											*,		7500,		2500
		TP_SR47,		                    			*,		7500,		2500
		TP_AK105,		                    			*,		7500,		2500
		TP_M16_OLD,		                    			*,		7500,		2500
		TP_M16A1,										*,		7500,		2500
		TP_MSBS,		                    			*,		7500,		2500
		

    <Category> Sniper rifle
		TP_AWM,		                    				*,		20000,		6900
		TP_M200,										*,		20000,		6900
		TP_RPR_SNIPER,		                    		*,		20000,		6900
		TP_SCAR17,		                    			*,		20000,		6900
		TP_AR50_SNIPER_RIFLE,		                    *,		20000,		6900
		TP_HK417,										*,		20000,		6900
		TP_McMillan,		                    		*,		20000,		6900
		TP_M24,		                    				*,		20000,		6900
		TP_R700,		                    		    *,		20000,		6900
		TP_M14,		                    				*,		20000,		6900
		
    <Category> Machine guns
		TP_PKP,		                    				*,		50000,		10000
		TP_PKM,											*,		50000,		6900
		TP_M249_SAW,		                    		*,		50000,		6900
		TP_RPK16_Black,		                    		*,		50000,		10000
		TP_RPK16_Green,		                    		*,		50000,		10000
		TP_RPK16_Tan,		                    		*,		50000,		10000

		
	<Category> Mag  Ammunition
		TP_M9_Mag_15Rnd,		                    			*,		300,		100
		TP_P250_Mag_12Rnd,		                    			*,		300,		100
		TP_D9_Madson_Mag_12Rnd,		                    	    *,		300,		100
		TP_MP5_Magazine_30Rnd,		                    		*,		400,		135
		TP_UZI_Mag_40Rnd,		                    			*,		400,		135
		TP_PP19_Mag,		                    				*,		400,		135
		TP_PP91_KEDR_Mag_20Rnd,		                    		*,		400,		135
		TP_Thompson_Mag_30Rnd,		                    		*,		7500,		2500
		TP_AR15_Mag,		                					*,		450,		150
